Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
4795,VKPM_VVMID06684,Male,Visakhapatnam,PRE_PRCS0463492,21-12-2025,Sunday,18:37,Evening,Fruits & Vegitables,Lemon,1,Cash,35.80,35.80,0.25,35.55
4796,VKPM_VVMID06687,Female,Visakhapatnam,PRE_PRCS0463483,22-12-2025,Monday,18:39,Evening,Fruits & Vegitables,Coconut,1,Debit Card,97.90,97.90,0.25,97.65
4797,VKPM_VVMID06690,Male,Visakhapatnam,PRE_PRCS0463474,23-12-2025,Tuesday,18:41,Evening,Fruits & Vegitables,Jackfruit,1,Cash,134.90,134.90,0.25,134.65
4798,VKPM_VVMID06693,Male,Visakhapatnam,PRE_PRCS0463465,17-01-2026,Saturday,18:43,Evening,Dairy & Frozen,Frozen Sweet Corn,1,Debit Card,50.00,50.00,0.25,49.75
4799,VKPM_VVMID06696,Male,Visakhapatnam,PRE_PRCS0463456,18-01-2026,Sunday,18:45,Evening,Dairy & Frozen,Frozen Spinach,1,Cash,79.60,79.60,0.25,79.35
4800,VKPM_VVMID06699,Male,Visakhapatnam,PRE_PRCS0463447,19-01-2026,Monday,18:47,Evening,Dairy & Frozen,Frozen Beans,2,UPI,329.50,659.00,5.75,653.25
4801,VKPM_VVMID06702,Male,Visakhapatnam,PRE_PRCS0463438,20-01-2026,Tuesday,18:49,Evening,Dairy & Frozen,Frozen Broccoli,2,Net Banking,280.90,561.80,5.75,556.05
4802,VKPM_VVMID06705,Male,Visakhapatnam,PRE_PRCS0463429,21-01-2026,Wednesday,18:51,Evening,Dairy & Frozen,Frozen Samosa,2,Cash,89.60,179.20,5.75,173.45
4803,VKPM_VVMID06708,Male,Visakhapatnam,PRE_PRCS0463420,24-12-2025,Wednesday,18:53,Evening,Fruits & Vegitables,Pineapple,1,UPI,89.80,89.80,0.25,89.55
4804,VKPM_VVMID06711,Female,Visakhapatnam,PRE_PRCS0463411,25-12-2025,Thursday,18:55,Evening,Fruits & Vegitables,Sapota (Chikoo),1,Net Banking,139.70,139.70,0.25,139.45
4805,VKPM_VVMID06714,Male,Visakhapatnam,PRE_PRCS0463402,26-12-2025,Friday,18:57,Evening,Fruits & Vegitables,Custard Apple,1,Cash,117.58,117.58,0.25,117.33
4806,VKPM_VVMID06717,Female,Visakhapatnam,PRE_PRCS0463393,27-12-2025,Saturday,18:59,Evening,Fruits & Vegitables,Fig,1,UPI,329.50,329.50,0.25,329.25
4807,GJA_VVMID22935,Male,Gajuwaka,PRE_PRCS0463384,28-12-2025,Sunday,19:01,Evening,Home & Kitchen,Shoe Racks,1,Credit Card,1311.80,1311.80,0.25,1311.55
4808,VKPM_VVMID06720,Male,Visakhapatnam,PRE_PRCS0463375,17-01-2026,Saturday,19:03,Evening,Personal Care,Makeup Remover,6,UPI,45.80,274.80,27.95,246.85
4809,NAD_VVMID31309,Male,NAD Junction,PRE_PRCS0463366,18-01-2026,Sunday,19:05,Evening,Personal Care,Cotton Pads,6,Cash,110.94,665.64,27.95,637.69
4810,MPM_VVMID29273,Male,Maddilapalem,PRE_PRCS0463357,25-12-2025,Thursday,19:07,Evening,Grocery & Staples,Sambhar Powder,1,Debit Card,129.80,129.80,0.25,129.55
4811,VKPM_VVMID06723,Female,Visakhapatnam,PRE_PRCS0463348,22-01-2026,Thursday,19:09,Evening,Dairy & Frozen,Frozen Spring Rolls,2,UPI,130.00,260.00,5.75,254.25
4812,VZNM_VVMID08897,Male,Vizianagaram,PRE_PRCS0463339,28-12-2025,Sunday,19:11,Evening,Fruits & Vegitables,Date,1,UPI,120.86,120.86,0.25,120.61
4813,DN_VVMID017973,Male,Dwaraka Nagar,PRE_PRCS0463330,19-01-2026,Monday,19:13,Evening,Personal Care,Cotton Buds,6,Credit Card,110.22,661.32,27.95,633.37
4814,AN-VVMID014385,Female,Auto Nagar,PRE_PRCS0463321,29-12-2025,Monday,19:15,Evening,Home & Kitchen,Wall Shelves,2,Debit Card,5697.10,11394.20,5.75,11388.45
4815,MPM_VVMID29279,Male,Maddilapalem,PRE_PRCS0463312,26-12-2025,Friday,19:17,Evening,Apparel,Sweaters / Cardigans,1,Debit Card,3296.60,3296.60,0.25,3296.35
4816,VKPM_VVMID06726,Male,Visakhapatnam,PRE_PRCS0463303,06-01-2026,Tuesday,19:19,Evening,General Merchandise,Shoulder Bags / Sling Bags,1,UPI,1899.80,1899.80,0.25,1899.55
4817,MVPC_VVMID30295,Male,MVP Colony,PRE_PRCS0463294,27-12-2025,Saturday,19:21,Evening,Apparel,Woolen Caps,1,UPI,340.90,340.90,0.25,340.65
4818,MPM_VVMID29285,Male,Maddilapalem,PRE_PRCS0463285,20-01-2026,Tuesday,19:23,Evening,Personal Care,Nail Cutter,6,Debit Card,80.00,480.00,27.95,452.05
4819,MVPC_VVMID30299,Male,MVP Colony,PRE_PRCS0463276,21-01-2026,Wednesday,19:25,Evening,Personal Care,Nail File,6,UPI,80.00,480.00,27.95,452.05
4820,VZNM_VVMID08905,Male,Vizianagaram,PRE_PRCS0463267,23-01-2026,Friday,19:27,Evening,Dairy & Frozen,Frozen Aloo Tikki,2,UPI,329.50,659.00,5.75,653.25
4821,JMBJ_VVMID27645,Male,Jagadamba Junction,PRE_PRCS0463258,22-01-2026,Thursday,19:29,Evening,Personal Care,Pumice Stone,6,UPI,120.00,720.00,27.95,692.05
4822,VKPM_VVMID06729,Female,Visakhapatnam,PRE_PRCS0463249,23-01-2026,Friday,19:31,Evening,Personal Care,Foot File,6,Cash,329.50,1977.00,27.95,1949.05
4823,SKLM_VVMID805600,Male,Srikakulam,PRE_PRCS0463240,24-01-2026,Saturday,19:33,Evening,Dairy & Frozen,Frozen Vada Pav,2,Net Banking,69.80,139.60,5.75,133.85
4824,MVPC_VVMID30303,Female,MVP Colony,PRE_PRCS0463231,26-12-2025,Friday,19:35,Evening,Grocery & Staples,Rasam Powder,1,UPI,80.60,80.60,0.25,80.35
4825,JMBJ_VVMID27664,Male,Jagadamba Junction,PRE_PRCS0463222,27-12-2025,Saturday,19:37,Evening,Grocery & Staples,Biryani Masala,1,UPI,80.70,80.70,0.25,80.45
4826,VKPM_VVMID06732,Male,Visakhapatnam,PRE_PRCS0463213,24-01-2026,Saturday,19:39,Evening,Personal Care,Cuticle Remover,6,Debit Card,118.06,708.36,27.95,680.41
4827,VKPM_VVMID06735,Male,Visakhapatnam,PRE_PRCS0463204,25-01-2026,Sunday,19:41,Evening,Personal Care,Hand Sanitizer,1,Cash,534.70,534.70,0.25,534.45
4828,GJA_VVMID22945,Male,Gajuwaka,PRE_PRCS0463195,25-01-2026,Sunday,19:43,Evening,Dairy & Frozen,"Frozen Paratha (Aloo, Gobi, Laccha, Plain)",2,UPI,129.70,259.40,5.75,253.65
4829,SKLM_VVMID805620,Female,Srikakulam,PRE_PRCS0463186,29-12-2025,Monday,19:45,Evening,Fruits & Vegitables,Wood Apple,1,Net Banking,129.50,129.50,0.25,129.25
4830,GJA_VVMID22955,Male,Gajuwaka,PRE_PRCS0463177,30-12-2025,Tuesday,19:47,Evening,Fruits & Vegitables,Indian Gooseberry (Amla),1,UPI,169.90,169.90,0.25,169.65
4831,AN-VVMID014399,Male,Auto Nagar,PRE_PRCS0463168,31-12-2025,Wednesday,19:49,Evening,Fruits & Vegitables,Tamarind,1,Cash,128.90,128.90,0.25,128.65
4832,VKPM_VVMID06738,Female,Visakhapatnam,PRE_PRCS0463159,28-12-2025,Sunday,19:51,Evening,Grocery & Staples,Pav Bhaji Masala,1,Cash,120.60,120.60,0.25,120.35
4833,AN-VVMID014413,Male,Auto Nagar,PRE_PRCS0463150,26-01-2026,Monday,19:53,Evening,Dairy & Frozen,Frozen Pakoda / Bhajiya,2,Cash,139.00,278.00,5.75,272.25
4834,GJA_VVMID22965,Male,Gajuwaka,PRE_PRCS0463141,01-01-2026,Thursday,19:55,Evening,Fruits & Vegitables,Star Fruit,1,Credit Card,179.80,179.80,0.25,179.55
4835,VKPM_VVMID06741,Male,Visakhapatnam,PRE_PRCS0463132,26-01-2026,Monday,19:57,Evening,Personal Care,Handwash Liquid,1,UPI,693.40,693.40,0.25,693.15
4836,VKPM_VVMID06744,Male,Visakhapatnam,PRE_PRCS0463123,30-12-2025,Tuesday,19:59,Evening,Home & Kitchen,Hangers,2,UPI,301.30,602.60,5.75,596.85
4837,JMBJ_VVMID27683,Male,Jagadamba Junction,PRE_PRCS0463114,28-12-2025,Sunday,20:01,Evening,Apparel,"Innerwear (Vests, Briefs, Bras, Panties)",1,UPI,1033.50,1033.50,0.25,1033.25
4838,NAD_VVMID31313,Male,NAD Junction,PRE_PRCS0463105,07-01-2026,Wednesday,20:03,Evening,General Merchandise,Tote Bags,1,Cash,269.00,269.00,0.25,268.75
4839,VKPM_VVMID06747,Male,Visakhapatnam,PRE_PRCS0463096,29-12-2025,Monday,20:05,Evening,Apparel,Handkerchiefs,1,Cash,652.00,652.00,0.25,651.75
4840,DN_VVMID017987,Female,Dwaraka Nagar,PRE_PRCS0463087,08-01-2026,Thursday,20:07,Evening,General Merchandise,Clutches,1,Credit Card,96.78,96.78,0.25,96.53
4841,VKPM_VVMID06750,Male,Visakhapatnam,PRE_PRCS0463078,30-12-2025,Tuesday,20:09,Evening,Apparel,Nightwear / Pyjamas,1,Debit Card,1813.50,1813.50,0.25,1813.25
4842,VKPM_VVMID06753,Female,Visakhapatnam,PRE_PRCS0463069,29-12-2025,Monday,20:11,Evening,Grocery & Staples,Kitchen King Masala,2,Debit Card,80.50,161.00,5.75,155.25
4843,VKPM_VVMID06756,Male,Visakhapatnam,PRE_PRCS0463060,31-12-2025,Wednesday,20:13,Evening,Apparel,Bedsheets / Pillowcases,1,Cash,1400.50,1400.50,0.25,1400.25
4844,VKPM_VVMID06759,Male,Visakhapatnam,PRE_PRCS0463051,30-12-2025,Tuesday,20:15,Evening,Grocery & Staples,Chole Masala,2,Cash,91.82,183.64,5.75,177.89
4845,VKPM_VVMID06762,Male,Visakhapatnam,PRE_PRCS0463042,31-12-2025,Wednesday,20:17,Evening,Grocery & Staples,Chicken / Meat Masala,2,UPI,90.22,180.44,5.75,174.69
4846,MPM_VVMID29291,Male,Maddilapalem,PRE_PRCS0463033,09-01-2026,Friday,20:19,Evening,General Merchandise,Wallets / Purses,1,Debit Card,1190.60,1190.60,0.25,1190.35
4847,VKPM_VVMID06765,Female,Visakhapatnam,PRE_PRCS0463024,01-01-2026,Thursday,20:21,Evening,Apparel,Pathani Suit,2,UPI,1891.00,3782.00,5.75,3776.25
4848,GJA_VVMID22975,Male,Gajuwaka,PRE_PRCS0463015,27-01-2026,Tuesday,20:23,Evening,Dairy & Frozen,Frozen Kebabs (Veg & Non-Veg),2,Credit Card,80.00,160.00,5.75,154.25
4849,AN-VVMID014427,Male,Auto Nagar,PRE_PRCS0463006,28-01-2026,Wednesday,20:25,Evening,Dairy & Frozen,Frozen Cutlets,2,Debit Card,119.00,238.00,5.75,232.25
4850,VKPM_VVMID06768,Female,Visakhapatnam,PRE_PRCS0462997,29-01-2026,Thursday,20:27,Evening,Dairy & Frozen,Frozen Momos,2,UPI,128.60,257.20,5.75,251.45
4851,VKPM_VVMID06771,Male,Visakhapatnam,PRE_PRCS0462988,30-01-2026,Friday,20:29,Evening,Dairy & Frozen,Frozen Parathas,1,UPI,129.00,129.00,0.25,128.75
4852,VKPM_VVMID06774,Male,Visakhapatnam,PRE_PRCS0462979,01-01-2026,Thursday,20:31,Evening,Grocery & Staples,Tandoori Masala,2,Net Banking,128.90,257.80,5.75,252.05
4853,NAD_VVMID31317,Male,NAD Junction,PRE_PRCS0462970,31-01-2026,Saturday,20:33,Evening,Dairy & Frozen,Frozen Naan,2,Cash,179.00,358.00,5.75,352.25
4854,AN-VVMID014441,Male,Auto Nagar,PRE_PRCS0462961,02-01-2026,Friday,20:35,Evening,Fruits & Vegitables,Jamun (Indian Blackberry),1,Debit Card,134.90,134.90,0.25,134.65
4855,VKPM_VVMID06777,Male,Visakhapatnam,PRE_PRCS0462952,27-01-2026,Tuesday,20:37,Evening,Personal Care,Wet Wipes,1,Net Banking,129.60,129.60,0.25,129.35
4856,VKPM_VVMID06780,Male,Visakhapatnam,PRE_PRCS0462943,31-12-2025,Wednesday,20:39,Evening,Home & Kitchen,Storage Bins,2,UPI,299.00,598.00,5.75,592.25
4857,VKPM_VVMID06783,Male,Visakhapatnam,PRE_PRCS0462934,02-01-2026,Friday,20:41,Evening,Apparel,Jodhpuri Suit,2,Net Banking,1497.90,2995.80,5.75,2990.05
4858,MVPC_VVMID30307,Female,MVP Colony,PRE_PRCS0462925,10-01-2026,Saturday,20:43,Evening,General Merchandise,Travel Bags / Duffel Bags,1,UPI,569.00,569.00,0.25,568.75
4859,JMBJ_VVMID27702,Male,Jagadamba Junction,PRE_PRCS0462916,11-01-2026,Sunday,20:45,Evening,General Merchandise,Trolley Bags / Suitcases,1,UPI,709.00,709.00,0.25,708.75
4860,VKPM_VVMID06786,Female,Visakhapatnam,PRE_PRCS0462907,12-01-2026,Monday,20:47,Evening,General Merchandise,Waist Bags / Fanny Packs,1,Cash,1699.10,1699.10,0.25,1698.85
4861,VKPM_VVMID06789,Male,Visakhapatnam,PRE_PRCS0462898,13-01-2026,Tuesday,20:49,Evening,General Merchandise,Gym Bags,1,Debit Card,700.20,700.20,0.25,699.95
4862,VKPM_VVMID06792,Male,Visakhapatnam,PRE_PRCS0462889,02-01-2026,Friday,20:51,Evening,Grocery & Staples,Paneer Masala,2,Cash,120.60,241.20,5.75,235.45
4863,DN_VVMID018001,Male,Dwaraka Nagar,PRE_PRCS0462880,20-12-2025,Saturday,20:53,Evening,Dairy & Frozen,Frozen Roti / Chapati,1,Credit Card,129.70,129.70,0.25,129.45
4864,VKPM_VVMID06795,Male,Visakhapatnam,PRE_PRCS0462871,03-01-2026,Saturday,20:55,Evening,Fruits & Vegitables,Pear,1,UPI,80.00,80.00,0.25,79.75
4865,VKPM_VVMID06798,Female,Visakhapatnam,PRE_PRCS0462862,28-01-2026,Wednesday,20:57,Evening,Personal Care,Tissues,1,Cash,40.00,40.00,0.25,39.75
4866,NAD_VVMID31321,Male,NAD Junction,PRE_PRCS0462853,01-01-2026,Thursday,20:59,Evening,Home & Kitchen,Drawer Organizers,2,Cash,329.50,659.00,5.75,653.25
4867,VKPM_VVMID06801,Male,Visakhapatnam,PRE_PRCS0462844,03-01-2026,Saturday,21:01,Evening,Apparel,Waistcoats,2,Cash,2698.60,5397.20,5.75,5391.45
4868,VKPM_VVMID06804,Female,Visakhapatnam,PRE_PRCS0462835,14-01-2026,Wednesday,21:03,Evening,General Merchandise,Messenger Bags,1,Cash,45.80,45.80,0.25,45.55
4869,VKPM_VVMID06807,Male,Visakhapatnam,PRE_PRCS0462826,04-01-2026,Sunday,21:05,Evening,Apparel,Cardigans,2,UPI,376.80,753.60,5.75,747.85
4870,VZNM_VVMID08913,Male,Vizianagaram,PRE_PRCS0462817,05-01-2026,Monday,21:07,Evening,Apparel,Sleeveless Jackets,2,UPI,299.77,599.54,5.75,593.79
4871,VKPM_VVMID06810,Male,Visakhapatnam,PRE_PRCS0462808,03-01-2026,Saturday,21:09,Evening,Grocery & Staples,Kashmiri Chilli Powder,2,UPI,134.90,269.80,5.75,264.05
4872,MPM_VVMID29297,Male,Maddilapalem,PRE_PRCS0462799,21-12-2025,Sunday,21:11,Evening,Dairy & Frozen,Frozen Puri,1,Debit Card,129.90,129.90,0.25,129.65
4873,VKPM_VVMID06813,Male,Visakhapatnam,PRE_PRCS0462790,04-01-2026,Sunday,21:13,Evening,Fruits & Vegitables,Plum,1,UPI,120.00,120.00,0.25,119.75
4874,VKPM_VVMID06816,Male,Visakhapatnam,PRE_PRCS0462781,29-01-2026,Thursday,21:15,Evening,Personal Care,Paper Soap,1,UPI,120.60,120.60,0.25,120.35
4875,DN_VVMID018015,Male,Dwaraka Nagar,PRE_PRCS0462772,02-01-2026,Friday,21:17,Evening,Home & Kitchen,Wardrobe Organizers,2,Credit Card,1269.90,2539.80,5.75,2534.05
4876,SKLM_VVMID805640,Female,Srikakulam,PRE_PRCS0462763,06-01-2026,Tuesday,21:19,Evening,Apparel,"Shorts (Casual, Denim, Cargo)",2,Net Banking,1605.80,3211.60,5.75,3205.85
4877,VKPM_VVMID06819,Male,Visakhapatnam,PRE_PRCS0462754,15-01-2026,Thursday,21:21,Evening,General Merchandise,Briefcases,1,UPI,400.00,400.00,0.25,399.75
4878,VKPM_VVMID06822,Female,Visakhapatnam,PRE_PRCS0462745,16-01-2026,Friday,21:23,Evening,General Merchandise,"Ethnic Bags (Potli, Batua)",1,Net Banking,329.50,329.50,0.25,329.25
4879,VZNM_VVMID08921,Male,Vizianagaram,PRE_PRCS0462736,04-01-2026,Sunday,21:25,Evening,Grocery & Staples,White Pepper Powder,2,UPI,299.00,598.00,5.75,592.25
4880,MVPC_VVMID30311,Male,MVP Colony,PRE_PRCS0462727,22-12-2025,Monday,21:27,Evening,Dairy & Frozen,Frozen Biryani,1,UPI,300.90,300.90,0.25,300.65
4881,NAD_VVMID31325,Male,NAD Junction,PRE_PRCS0462718,05-01-2026,Monday,21:29,Evening,Fruits & Vegitables,Indian Jujube (Ber),2,Cash,89.09,178.18,5.75,172.43
4882,VZNM_VVMID08929,Male,Vizianagaram,PRE_PRCS0462709,30-01-2026,Friday,21:31,Evening,Personal Care,Bathing Sponge,1,UPI,178.90,178.90,0.25,178.65
4883,MPM_VVMID29303,Female,Maddilapalem,PRE_PRCS0462700,03-01-2026,Saturday,21:33,Evening,Home & Kitchen,Vegetable Baskets,2,Debit Card,480.00,960.00,5.75,954.25
4884,GJA_VVMID22985,Male,Gajuwaka,PRE_PRCS0462691,07-01-2026,Wednesday,21:35,Evening,Apparel,Thermal Wear (Upper & Lower),2,UPI,158.60,317.20,5.75,311.45
4885,VKPM_VVMID06825,Male,Visakhapatnam,PRE_PRCS0462682,17-01-2026,Saturday,21:37,Evening,General Merchandise,"Earrings (Studs, Hoops, Danglers, Jhumkas)",1,Cash,329.50,329.50,0.25,329.25
4886,SKLM_VVMID805660,Female,Srikakulam,PRE_PRCS0462673,05-01-2026,Monday,21:39,Evening,Grocery & Staples,Dry Ginger Powder,3,Net Banking,329.50,988.50,10.75,977.75
4887,GJA_VVMID22995,Male,Gajuwaka,PRE_PRCS0462664,06-01-2026,Tuesday,21:41,Evening,Grocery & Staples,Cinnamon Powder,3,UPI,93.82,281.46,10.75,270.71
4888,AN-VVMID014455,Male,Auto Nagar,PRE_PRCS0462655,07-01-2026,Wednesday,21:43,Evening,Grocery & Staples,Sunflower Oil,2,Cash,399.00,798.00,5.75,792.25
4889,JMBJ_VVMID27721,Male,Jagadamba Junction,PRE_PRCS0462646,23-12-2025,Tuesday,21:45,Evening,Dairy & Frozen,Frozen Pulao,1,UPI,179.00,179.00,0.25,178.75
4890,DN_VVMID018029,Male,Dwaraka Nagar,PRE_PRCS0462637,06-01-2026,Tuesday,21:47,Evening,Fruits & Vegitables,Palm Fruit,3,Credit Card,120.60,361.80,10.75,351.05
4891,SKLM_VVMID805680,Male,Srikakulam,PRE_PRCS0462628,31-01-2026,Saturday,21:49,Evening,Personal Care,Shower Cap,1,Net Banking,2025.80,2025.80,0.25,2025.55
4892,MVPC_VVMID30315,Male,MVP Colony,PRE_PRCS0462619,04-01-2026,Sunday,21:51,Evening,Home & Kitchen,Dustbins / Trash Cans,2,UPI,329.50,659.00,5.75,653.25
4893,AN-VVMID014469,Male,Auto Nagar,PRE_PRCS0462610,08-01-2026,Thursday,10:12,Morning,Apparel,Cycling Shorts,3,Cash,299.00,897.00,10.75,886.25
4894,VKPM_VVMID06828,Female,Visakhapatnam,PRE_PRCS0462601,18-01-2026,Sunday,10:15,Morning,General Merchandise,"Necklaces (Chokers, Pendants, Long Chains)",1,UPI,1248.70,1248.70,0.25,1248.45
4895,VZNM_VVMID08937,Male,Vizianagaram,PRE_PRCS0462592,19-01-2026,Monday,10:18,Morning,General Merchandise,Bracelets / Bangles,3,UPI,70.90,212.70,10.75,201.95
4896,GJA_VVMID23005,Female,Gajuwaka,PRE_PRCS0462583,08-01-2026,Thursday,10:21,Morning,Grocery & Staples,Groundnut Oil,6,Credit Card,179.00,1074.00,27.95,1046.05
4897,AN-VVMID014483,Male,Auto Nagar,PRE_PRCS0462574,09-01-2026,Friday,10:24,Morning,Grocery & Staples,Sesame Oil,1,Debit Card,119.60,119.60,0.25,119.35
4898,VKPM_VVMID06831,Male,Visakhapatnam,PRE_PRCS0462565,24-12-2025,Wednesday,10:27,Morning,Dairy & Frozen,Frozen Dal Makhani,1,Cash,138.80,138.80,0.25,138.55
4899,MPM_VVMID29309,Male,Maddilapalem,PRE_PRCS0462556,07-01-2026,Wednesday,10:30,Morning,Fruits & Vegitables,Sugarcane,4,Debit Card,149.80,599.20,16.75,582.45
4900,GJA_VVMID23015,Male,Gajuwaka,PRE_PRCS0462547,30-01-2026,Friday,10:33,Morning,Personal Care,Ear Buds,1,UPI,329.50,329.50,0.25,329.25
4901,JMBJ_VVMID27740,Female,Jagadamba Junction,PRE_PRCS0462538,05-01-2026,Monday,10:36,Morning,Home & Kitchen,Plastic Chairs / Stools,2,UPI,1880.90,3761.80,5.75,3756.05
4902,GJA_VVMID23025,Male,Gajuwaka,PRE_PRCS0462529,09-01-2026,Friday,10:39,Morning,Apparel,Sports Jerseys,3,Credit Card,500.00,1500.00,10.75,1489.25
4903,SKLM_VVMID805700,Male,Srikakulam,PRE_PRCS0462520,30-12-2025,Tuesday,10:42,Morning,General Merchandise,Rings,3,Net Banking,69.70,209.10,10.75,198.35
4904,AN-VVMID014497,Female,Auto Nagar,PRE_PRCS0462511,10-01-2026,Saturday,10:45,Morning,Apparel,Handkerchiefs,2,Debit Card,610.60,1221.20,5.75,1215.45
4905,VKPM_VVMID06834,Male,Visakhapatnam,PRE_PRCS0462502,10-01-2026,Saturday,10:48,Morning,Grocery & Staples,Mustard Oil,1,UPI,60.60,60.60,0.25,60.35
4906,VKPM_VVMID06837,Male,Visakhapatnam,PRE_PRCS0462493,11-01-2026,Sunday,10:51,Morning,Apparel,Ties / Bow Ties,6,UPI,1328.00,7968.00,27.95,7940.05
4907,VKPM_VVMID06840,Male,Visakhapatnam,PRE_PRCS0462484,11-01-2026,Sunday,10:54,Morning,Grocery & Staples,Coconut Oil,1,UPI,98.30,98.30,0.25,98.05
4908,VKPM_VVMID06843,Male,Visakhapatnam,PRE_PRCS0462475,25-12-2025,Thursday,10:57,Morning,Dairy & Frozen,Frozen Rajma,1,Debit Card,179.00,179.00,0.25,178.75
4909,MVPC_VVMID30319,Male,MVP Colony,PRE_PRCS0462466,08-01-2026,Thursday,11:00,Morning,Fruits & Vegitables,Strawberry,5,UPI,299.00,1495.00,25.05,1469.95
4910,AN-VVMID014511,Male,Auto Nagar,PRE_PRCS0462457,29-01-2026,Thursday,11:03,Morning,Personal Care,Safety Pins,1,Cash,383.74,383.74,0.25,383.49
4911,VKPM_VVMID06846,Male,Visakhapatnam,PRE_PRCS0462448,06-01-2026,Tuesday,11:06,Morning,Home & Kitchen,Foldable Tables,2,Cash,329.50,659.00,5.75,653.25
4912,VKPM_VVMID06849,Female,Visakhapatnam,PRE_PRCS0462439,12-01-2026,Monday,11:09,Morning,Apparel,"Sarees (Cotton, Silk, Georgette, Chiffon, Banarasi, Kanjeevaram, etc.)",1,UPI,6098.90,6098.90,0.25,6098.65
4913,GJA_VVMID23035,Male,Gajuwaka,PRE_PRCS0462430,31-12-2025,Wednesday,11:12,Morning,General Merchandise,Anklets (Payal),3,UPI,1380.60,4141.80,10.75,4131.05
4914,AN-VVMID014525,Female,Auto Nagar,PRE_PRCS0462421,01-01-2026,Thursday,11:15,Morning,General Merchandise,Maang Tikka,3,Cash,45.80,137.40,10.75,126.65
4915,NAD_VVMID31329,Male,NAD Junction,PRE_PRCS0462412,12-01-2026,Monday,11:18,Morning,Grocery & Staples,Rice Bran Oil,1,Cash,999.00,999.00,0.25,998.75
4916,VKPM_VVMID06852,Male,Visakhapatnam,PRE_PRCS0462403,26-12-2025,Friday,11:21,Morning,Dairy & Frozen,Frozen Paneer Butter Masala,1,Cash,120.00,120.00,0.25,119.75
4917,JMBJ_VVMID27759,Male,Jagadamba Junction,PRE_PRCS0462394,09-01-2026,Friday,11:24,Morning,Fruits & Vegitables,Litchi,2,UPI,45.80,91.60,5.75,85.85
4918,GJA_VVMID23045,Male,Gajuwaka,PRE_PRCS0462385,28-01-2026,Wednesday,11:27,Morning,Personal Care,Bobby Pins,2,Credit Card,129.00,258.00,5.75,252.25
4919,VKPM_VVMID06855,Female,Visakhapatnam,PRE_PRCS0462376,07-01-2026,Wednesday,11:30,Morning,Home & Kitchen,Study Tables,2,Debit Card,1890.00,3780.00,5.75,3774.25
4920,NAD_VVMID31333,Male,NAD Junction,PRE_PRCS0462367,13-01-2026,Tuesday,11:33,Morning,Apparel,Sharara,1,Cash,299.00,299.00,0.25,298.75
4921,GJA_VVMID23055,Male,Gajuwaka,PRE_PRCS0462358,30-12-2025,Tuesday,11:36,Morning,General Merchandise,Nose Pins / Nose Rings (Nath),3,Credit Card,87.60,262.80,10.75,252.05
4922,AN-VVMID014539,Female,Auto Nagar,PRE_PRCS0462349,27-01-2026,Tuesday,11:39,Morning,Personal Care,Hair Bands,2,Debit Card,179.00,358.00,5.75,352.25
4923,VKPM_VVMID06858,Male,Visakhapatnam,PRE_PRCS0462340,26-01-2026,Monday,11:42,Morning,Personal Care,Hair Clips,2,UPI,179.00,358.00,5.75,352.25
4924,VKPM_VVMID06861,Male,Visakhapatnam,PRE_PRCS0462331,25-01-2026,Sunday,11:45,Morning,Personal Care,Comb,2,UPI,101.50,203.00,5.75,197.25
4925,DN_VVMID018043,Male,Dwaraka Nagar,PRE_PRCS0462322,13-01-2026,Tuesday,11:48,Morning,Grocery & Staples,Castor Oil,2,Credit Card,345.60,691.20,5.75,685.45
4926,VKPM_VVMID06864,Male,Visakhapatnam,PRE_PRCS0462313,27-12-2025,Saturday,11:51,Morning,Dairy & Frozen,Frozen Chole,1,UPI,165.40,165.40,0.25,165.15
4927,VKPM_VVMID06867,Male,Visakhapatnam,PRE_PRCS0462304,10-01-2026,Saturday,11:54,Morning,Fruits & Vegitables,Mulberry,1,Cash,120.00,120.00,0.25,119.75
4928,NAD_VVMID31337,Male,NAD Junction,PRE_PRCS0462295,24-01-2026,Saturday,11:57,Morning,Personal Care,Brush,2,Cash,75.80,151.60,5.75,145.85
4929,VKPM_VVMID06870,Male,Visakhapatnam,PRE_PRCS0462286,08-01-2026,Thursday,12:00,Afternoon,Home & Kitchen,Shoe Racks,2,Cash,1479.80,2959.60,5.75,2953.85
4930,DN_VVMID018057,Female,Dwaraka Nagar,PRE_PRCS0462277,14-01-2026,Wednesday,12:03,Afternoon,Apparel,"Tops (Casual, Party Wear, Sleeveless, Tank Tops)",1,Credit Card,229.00,229.00,0.25,228.75
4931,AN-VVMID014553,Male,Auto Nagar,PRE_PRCS0462268,31-12-2025,Wednesday,12:06,Afternoon,General Merchandise,Haar Sets,3,Debit Card,179.00,537.00,10.75,526.25
4932,MPM_VVMID29315,Female,Maddilapalem,PRE_PRCS0462259,14-01-2026,Wednesday,12:09,Afternoon,Grocery & Staples,Olive Oil,2,Debit Card,89.60,179.20,5.75,173.45
4933,DN_VVMID018071,Male,Dwaraka Nagar,PRE_PRCS0462250,23-01-2026,Friday,12:12,Afternoon,Personal Care,Mirror,2,Credit Card,69.69,139.38,5.75,133.63
